"timepoint","perturbation","m_severity","cell_group","log_abund","log_abund_se","log_abund_sd"
48,"ctrl-inj","not_severe","adenohypophysis",0.254805458044081,0.133116224664287,0.572623403861385
48,"ctrl-inj","not_severe","adrenal gland",-0.334296719145832,0.19940746685543,0.572623403861385
48,"ctrl-inj","not_severe","annular ligament",1.02432666556864,0.164620744831796,0.572623403861385
48,"ctrl-inj","not_severe","apical ectodermal ridge, (ms1b+)",-1.27899160690094,0.584848972840685,0.572623403861385
48,"ctrl-inj","not_severe","apical ectodermal ridge, median or pectoral",3.56591421495513,0.134409236985097,0.572623403861385
48,"ctrl-inj","not_severe","basal cell, early",3.87477901646096,0.129137454060032,0.572623403861385
48,"ctrl-inj","not_severe","basal cell, late",1.05218734265912,0.303531325954005,0.572623403861385
48,"ctrl-inj","not_severe","basal cell, posterior (fn1b+, cyp26a1+)",0.312384784579382,0.278692350374379,0.572623403861385
48,"ctrl-inj","not_severe","cardiomyocyte",-0.304530121966274,0.369585528876968,0.572623403861385
48,"ctrl-inj","not_severe","cholinergic neuron (vipb+)",-2.52734413263403,0.361247033651922,0.572623403861385
48,"ctrl-inj","not_severe","chondrocranium",1.39050401078537,0.188393903516606,0.572623403861385
48,"ctrl-inj","not_severe","chondrocyte, sclerotome-derived",1.97711374444696,0.336955053686286,0.572623403861385
48,"ctrl-inj","not_severe","condensing jaw chondrocyte",0.817458131373743,0.198940491726264,0.572623403861385
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early",-1.95674313499007,0.495169391363643,0.572623403861385
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early, (dio3b+)",-3.08269335915174,0.888251273652499,0.572623403861385
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, late",4.64012465932475,0.180652157321715,0.572623403861385
48,"ctrl-inj","not_severe","corneal epthithium",1.65986349922334,0.108709914738031,0.572623403861385
48,"ctrl-inj","not_severe","corpuscles of stannius",-1.6075810723219,0.913636772854453,0.572623403861385
48,"ctrl-inj","not_severe","cranial ganglion progenitor",1.64483921166942,0.0947324669712718,0.572623403861385
48,"ctrl-inj","not_severe","cranial motor neuron",2.36963902807423,0.102276823023357,0.572623403861385
48,"ctrl-inj","not_severe","cranial motor neuron progenitor",1.08422588329815,0.171341079349144,0.572623403861385
48,"ctrl-inj","not_severe","cranial motor neuron, facial",-1.26363631427418,0.368245603189712,0.572623403861385
48,"ctrl-inj","not_severe","cranial muscle, non-somitic, fast-twitch (suspected doublets)",1.80103658712904,0.130119790599162,0.572623403861385
48,"ctrl-inj","not_severe","crista support cell",-1.29115579031734,0.193669496709741,0.572623403861385
48,"ctrl-inj","not_severe","delaminating cranial neural crest, mesenchyme-fated",-2.92624285799842,0.415919941487203,0.572623403861385
48,"ctrl-inj","not_severe","delaminating trunk/vagal neural crest, mesenchyme-fated",1.38780589534037,0.168554130146716,0.572623403861385
48,"ctrl-inj","not_severe","diencephalon, non-visual photoreceptor",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","diencephalon, progenitor ",2.73208373630378,0.0993824795827008,0.572623403861385
48,"ctrl-inj","not_severe","diencephalon, progenitor (suspected doublets)",0.589777403896365,0.374921404339279,0.572623403861385
48,"ctrl-inj","not_severe","distal renal progenitors",-3.91968426206894,0.95451897692164,0.572623403861385
48,"ctrl-inj","not_severe","dopaminergic neuron",-1.10472548562702,0.374035119500436,0.572623403861385
48,"ctrl-inj","not_severe","dorsal lateral hindbrain ",0.513349221360719,0.255783031651819,0.572623403861385
48,"ctrl-inj","not_severe","early distal tubule",-0.369359751386967,0.172280953102318,0.572623403861385
48,"ctrl-inj","not_severe","early jaw chondrocyte",2.27023019068617,0.252260687023264,0.572623403861385
48,"ctrl-inj","not_severe","early notochord",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","early notochord progenitor",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","early notochord sheath",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","early otic vesicle",-2.42708635476745,0.499265557299338,0.572623403861385
48,"ctrl-inj","not_severe","early parachordal cartilage",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","early sclerotome (pbx1+, pax1+)",0.524944910996357,0.214516593259126,0.572623403861385
48,"ctrl-inj","not_severe","early vacuolated notochord",-4.70063387627065,0.490963352151237,0.572623403861385
48,"ctrl-inj","not_severe","embryo epidermis, (fn1b+)",2.9753010773371,0.183078942692683,0.572623403861385
48,"ctrl-inj","not_severe","endothelium, dorsal aorta",2.69099112426737,0.0826349052994638,0.572623403861385
48,"ctrl-inj","not_severe","endothelium, vein + early artery",2.59435724591112,0.0670436721870512,0.572623403861385
48,"ctrl-inj","not_severe","enteric neurons, NC-derived",0.0429114056959578,0.326297188746733,0.572623403861385
48,"ctrl-inj","not_severe","epibranchial ganglion",2.27609630257548,0.0939559626299629,0.572623403861385
48,"ctrl-inj","not_severe","epiderm",3.43454247322427,0.112411418416233,0.572623403861385
48,"ctrl-inj","not_severe","epidermal cell (grp+, pvalb8+)",0.705474384353542,0.118708267777108,0.572623403861385
48,"ctrl-inj","not_severe","epidermal mucous cell (agr2+)",1.08109826885342,0.187868532619945,0.572623403861385
48,"ctrl-inj","not_severe","epiphysis",-1.43504854066299,0.494808533512717,0.572623403861385
48,"ctrl-inj","not_severe","epiphysis, photoreceptor",-0.153701047182532,0.327988099738482,0.572623403861385
48,"ctrl-inj","not_severe","erythrocyte",2.38832892436963,0.182720357991682,0.572623403861385
48,"ctrl-inj","not_severe","erythrocyte (doublets, periderm, evpla+)",-1.73159621501325,0.763024528108303,0.572623403861385
48,"ctrl-inj","not_severe","esophagus",-2.46825278456572,0.709987932999503,0.572623403861385
48,"ctrl-inj","not_severe","exocrine pancreas",0.113601749588058,0.257786713289302,0.572623403861385
48,"ctrl-inj","not_severe","eye mature fast muscle (suspected doublets)",2.00239150501815,0.166342271428877,0.572623403861385
48,"ctrl-inj","not_severe","fast-committed myocyte, fusing (pcdh19+)",-2.82628243607649,0.424747791652909,0.572623403861385
48,"ctrl-inj","not_severe","fast-committed myocyte, fusing (pcdh7b+)",-2.22236190889736,0.405004932205339,0.572623403861385
48,"ctrl-inj","not_severe","fast-committed myocyte, pre-fusion",-3.35934200122937,0.539121205933145,0.572623403861385
48,"ctrl-inj","not_severe","fin fold mesenchyme-type 1 (and1+, col1a1a+, hoxb13a+, gdf11+)",2.17361886474485,0.20855165256448,0.572623403861385
48,"ctrl-inj","not_severe","fin fold-type 1 (ucp1+)",1.12297632489736,0.129589835234747,0.572623403861385
48,"ctrl-inj","not_severe","fin fold-type 2 (im:7150988+, gls1+, and1+)",1.9559171726713,0.199264337114858,0.572623403861385
48,"ctrl-inj","not_severe","fin mesenchyme",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","floor plate, flexural organ",-0.0788673422841126,0.183164382495328,0.572623403861385
48,"ctrl-inj","not_severe","floor plate, progenitor",-0.979163740492398,0.395391312712311,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, differentiating (ebf3a+) ",3.88484922278608,0.0934800173120875,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, gabaergic and glutamatergic neuron, eye",-0.876913118111345,0.509669282457871,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, gabaergic neuron",2.6642638876251,0.1422242976538,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, glutamatergic neuron",3.54248294486088,0.103766873348913,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, progenitor ",4.43570386409765,0.148718807134666,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, progenitor (foxg1a) ",3.12209246278681,0.056252509020513,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, progenitor (suspected doublets)",-1.61425291929175,0.211305219641328,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, progenitor, (sfrp5+) ",1.86334879898103,0.0928296459488224,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, progenitor, (vax1+, vax2+) ",0.38510026199582,0.239977342376012,0.572623403861385
48,"ctrl-inj","not_severe","forebrain, ZLI ",-1.0716642465255,0.396304695684065,0.572623403861385
48,"ctrl-inj","not_severe","gabaergic and dopaminergic neuron",-0.372199387592112,0.272395043622856,0.572623403861385
48,"ctrl-inj","not_severe","gabaergic neuron",3.14448798949213,0.0996854164947387,0.572623403861385
48,"ctrl-inj","not_severe","gill ionocyte",-3.94407348704222,1.55194620368331,0.572623403861385
48,"ctrl-inj","not_severe","glycinergic neuron, mid-forebrain, crtac1b+, gli3+)",-5,0,0.572623403861385
48,"ctrl-inj","not_severe","goblet cell",-2.3492447523621,0.602019047958103,0.572623403861385
48,"ctrl-inj","not_severe","habenula",0.984628994218074,0.18716378243021,0.572623403861385
48,"ctrl-inj","not_severe","hair cell",0.484040626598127,0.101570236273585,0.572623403861385
48,"ctrl-inj","not_severe","head and eye connective tissue",0.796154724130032,0.126977503808012,0.572623403861385
48,"ctrl-inj","not_severe","head and eye connective tissue (lmx1bb+)",-2.27829116008078,0.342157361467076,0.572623403861385
48,"ctrl-inj","not_severe","head/neck mesoderm (pax3+, pax7+)",-3.61674346147249,1.29733806201351,0.572623403861385
48,"ctrl-inj","not_severe","head/neck mesoderm, migrating",3.23041669557613,0.0809380979643409,0.572623403861385
48,"ctrl-inj","not_severe","head/neck muscle group 1",-0.109360876185902,0.254249648063026,0.572623403861385
48,"ctrl-inj","not_severe","head/neck muscle group 2",-1.19498175981581,0.938779546804715,0.572623403861385
48,"ctrl-inj","not_severe","head/neck muscle group 3",-0.890796579625127,0.40823425462714,0.572623403861385
48,"ctrl-inj","not_severe","head/neck muscle group 4",-1.34907117885445,0.490722372948694,0.572623403861385
48,"ctrl-inj","not_severe","head/neck myocytes",1.85442698132746,0.257767989020601,0.572623403861385
48,"ctrl-inj","not_severe","heart field",1.41261813477936,0.0895310309117915,0.572623403861385
48,"ctrl-inj","not_severe","hepatoblast",0.95012282799101,0.207911010245631,0.572623403861385
48,"ctrl-inj","not_severe","hepatocyte",-4.41300593700398,1.07706387483137,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain (high rpl+, high hmg+) ",1.33627704483644,0.165307173868017,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain (lhx9+, barhl1b+)",1.95921858558314,0.270285789968605,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain and spinal cord, glutamatergic neuron",1.50823781173872,0.189981847095113,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron",4.7139933524172,0.123865206043759,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron (mecom+, chrm2a+)",-0.214753303393852,0.491761600562778,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain and spinal cord, proliferating neuron",2.37542864980182,0.1734334647664,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, (lmx1ba+, lmx1bb+)",3.00381297836957,0.207219296199279,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron ",0.863796935326626,0.236495089105785,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron (suspected doublets)",0.586077791047967,0.410287709171567,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron, (ccndx+) ",0.214651983688227,0.144070154622588,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron, (cep131+) ",2.50941457048251,0.166391714468823,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron, (ebf3a+) ",2.37245345617324,0.152693497644927,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, differentiating neuron, (gata2a+) ",2.24041731484745,0.131558579565132,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, gabaergic and glutamatergic neuron, eye",4.5625361237481,0.111586383616142,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron",5.34725852966826,0.08238645333093,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron (lhx9+)",4.02749167922506,0.132910613283103,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron (spon2b+, jhy+)",1.19089564620727,0.307981813985722,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, marginal zone",0.805388640654076,0.228049925516714,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, marginal zone, (ebf3a+)",3.46867656173539,0.142641554291023,0.572623403861385
48,"ctrl-inj","not_severe","hindbrain, progenitor (suspected doublets)",2.38732148303993,0.166984688743858,0.572623403861385
48,"ctrl-inj","not_severe","HR ionocyte",-0.541795178670312,0.215800219548019,0.572623403861385
48,"ctrl-inj","not_severe","hypochord",-2.08467797483406,0.850507180298546,0.572623403861385
48,"ctrl-inj","not_severe","immature melanophore",-0.94919520492474,0.327246887733275,0.572623403861385
48,"ctrl-inj","not_severe","intestinal bulb primordium",-1.94832066332582,0.530120747667498,0.572623403861385
48,"ctrl-inj","not_severe","intestinal endoderm",2.22406594169345,0.117814769136041,0.572623403861385
48,"ctrl-inj","not_severe","intestinal epithelium",0.0339466589324096,0.317089725585377,0.572623403861385
48,"ctrl-inj","not_severe","intestinal rod",-1.99777000092461,0.475535347505477,0.572623403861385
48,"ctrl-inj","not_severe","intestine",-3.59430457608328,0.722187007066514,0.572623403861385
48,"ctrl-inj","not_severe","intestine, cloaca",-1.76730405352103,0.394656579004068,0.572623403861385
48,"ctrl-inj","not_severe","iridophore",2.43278912509373,0.108112973223427,0.572623403861385
48,"ctrl-inj","not_severe","KA neuron",1.96678365021703,0.266851876486477,0.572623403861385
48,"ctrl-inj","not_severe","keratinocyte",1.37891834947444,0.125349490630499,0.572623403861385
48,"ctrl-inj","not_severe","KS ionocyte",0.51446411255645,0.205192612864209,0.572623403861385
48,"ctrl-inj","not_severe","late distal tubule",0.326810259175046,0.219155894933042,0.572623403861385
48,"ctrl-inj","not_severe","late notochord sheath",3.15355418673306,0.178262988614293,0.572623403861385
48,"ctrl-inj","not_severe","late notochord sheath (entpd5a+)",-0.192003030687245,0.494824990123251,0.572623403861385
48,"ctrl-inj","not_severe","late notochord sheath, proliferative",0.139499733079959,0.438254161779554,0.572623403861385
48,"ctrl-inj","not_severe","late vacuolated notochord",0.380952591172564,0.437457311385161,0.572623403861385
