"timepoint_x","perturbation_x","m_severity_x","cell_group","log_abund_x","log_abund_se_x","log_abund_sd_x","timepoint_y","perturbation_y","m_severity_y","log_abund_y","log_abund_se_y","log_abund_sd_y","delta_log_abund","delta_log_abund_se","delta_p_value","delta_q_value","power","mdfc","timepoint","m_severity","x_perturbation","y_perturbation"
48,"ctrl-inj","not_severe","adenohypophysis",0.254805458044081,0.133116224664287,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.608960755758533,0.194283786453037,0.572623403861385,0.354155297714452,0.23551246028056,0.134676821254329,0.413565105975683,0.324389671415077,1.4252250966795,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","adrenal gland",-0.334296719145832,0.19940746685543,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-0.247560543662278,0.202171114889056,0.572623403861385,0.0867361754835545,0.283965662595292,0.760436302532223,0.991997733002562,0.0607549221488245,1.12395188880644,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","annular ligament",1.02432666556864,0.164620744831796,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-1.0709360378048,0.157611839146151,0.572623403861385,-2.09526270337344,0.227906738531373,2.39310505845426e-16,8.30407455283627e-14,0.999999999999765,8.12759350730977,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","apical ectodermal ridge, (ms1b+)",-1.27899160690094,0.584848972840685,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-1.60286924169368,0.465844271119149,0.572623403861385,-0.32387763479274,0.747702618670909,0.66549802636183,0.912758162638558,0.0717580538662262,1.45021875109641,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","apical ectodermal ridge, median or pectoral",3.56591421495513,0.134409236985097,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",3.37494391169848,0.0936729925244179,0.572623403861385,-0.190970303256649,0.163830621421624,0.24554377219598,0.561321390805403,0.214395506755363,1.21102746385296,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","basal cell, early",3.87477901646096,0.129137454060032,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",3.8953042938841,0.128094553847864,0.572623403861385,0.0205252774231468,0.181891992035356,0.910300870472678,1,0.0514599325922662,1.06168936568071,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","basal cell, late",1.05218734265912,0.303531325954005,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.650017923770297,0.182665792260701,0.572623403861385,-0.402169418888825,0.354257050032354,0.25802407107324,0.581391900405288,0.205749639242054,1.49689744129007,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","basal cell, posterior (fn1b+, cyp26a1+)",0.312384784579382,0.278692350374379,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.777737688029089,0.166827292674367,0.572623403861385,0.465352903449707,0.324808823368846,0.153957970860129,0.431621262289609,0.299350479809214,1.5930917310974,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cardiomyocyte",-0.304530121966274,0.369585528876968,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.246202026161121,0.236292962233133,0.572623403861385,0.550732148127395,0.438665963070053,0.211197401829901,0.524867421205621,0.241213969578092,1.73611393629175,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cholinergic neuron (vipb+)",-2.52734413263403,0.361247033651922,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-2.57099157543137,0.424390133139278,0.572623403861385,-0.043647442797337,0.557320737482724,0.937677256758507,1,0.050702893501634,1.19649291294029,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","chondrocranium",1.39050401078537,0.188393903516606,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.706158270008658,0.163527752555988,0.572623403861385,-0.684345740776713,0.249466608463411,0.00680096814978919,0.056188951142306,0.783267536605513,1.9824765164519,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","chondrocyte, sclerotome-derived",1.97711374444696,0.336955053686286,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",1.78010843512482,0.143297058577168,0.572623403861385,-0.197005309322142,0.366159466901508,0.591327054199494,0.873151011945636,0.0837678088829544,1.23651707077697,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","condensing jaw chondrocyte",0.817458131373743,0.198940491726264,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.469693395408499,0.280819609426784,0.572623403861385,-0.347764735965244,0.344146730751432,0.313824448712933,0.655561991782773,0.172682326667924,1.41874402126561,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early",-1.95674313499007,0.495169391363643,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-1.14522643364518,0.38516457692918,0.572623403861385,0.811516701344887,0.627331234249081,0.197727476413655,0.514549119787506,0.253159588370617,2.25383868673601,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early, (dio3b+)",-3.08269335915174,0.888251273652499,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-2.6078980784667,0.45527885220905,0.572623403861385,0.474795280685045,0.998132836056442,0.634969625366992,0.892042348187637,0.0762998398459893,1.69649823329617,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, late",4.64012465932475,0.180652157321715,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",4.5182760946336,0.158662845062223,0.572623403861385,-0.121848564691149,0.240435231087768,0.613027036983766,0.879111474583266,0.0799041266019281,1.14254766589677,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","corneal epthithium",1.65986349922334,0.108709914738031,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",0.522451238122012,0.118799739964167,0.572623403861385,-1.13741226110133,0.161031747732873,5.15795959979096e-11,5.96603993709154e-09,0.99999983312317,3.11868756509605,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","corpuscles of stannius",-1.6075810723219,0.913636772854453,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-1.02020475966321,0.249318569761684,0.572623403861385,0.587376312658693,0.947043769812098,0.536023177819827,0.860688309189711,0.095101809990651,1.85070404957142,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cranial ganglion progenitor",1.64483921166942,0.0947324669712718,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",2.05252608783724,0.119704424076473,0.572623403861385,0.407686876167821,0.152654477307229,0.00837830669795542,0.0632015744389245,0.761362807764214,1.50333770690674,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cranial motor neuron",2.36963902807423,0.102276823023357,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",2.37227130023141,0.0827539174377441,0.572623403861385,0.00263227215718231,0.131562758328655,0.984062938458969,1,0.0500458568059007,1.04238907139231,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cranial motor neuron progenitor",1.08422588329815,0.171341079349144,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",1.31402397120863,0.0797305950114105,0.572623403861385,0.229798087910482,0.188983420578111,0.225845144132872,0.540470793200735,0.229186701699314,1.2589325927612,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cranial motor neuron, facial",-1.26363631427418,0.368245603189712,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",-0.144496183732756,0.260828074358702,0.572623403861385,1.11914013054142,0.451260577318941,0.0142065350668994,0.0896303212402563,0.69849599476166,3.06223779810857,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","not_severe","cranial muscle, non-somitic, fast-twitch (suspected doublets)",1.80103658712904,0.130119790599162,0.572623403861385,48,"lmx1ba;lmx1bb","not_severe",1.63493742553824,0.0945643435890851,0.572623403861385,-0.166099161590793,0.160852649912907,0.303391723970303,0.643099672444952,0.178256319386581,1.18170031094041,48,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
