arc_length_pixels,curvature_per_pixel
0.0,0.0482392238430514
5.369760749934008,0.05267134077549427
10.428479375499393,0.04578660273250745
15.454912382058358,0.03420732386920277
20.545450760007043,0.02366001362457361
25.66832075729693,0.019662397219220022
30.809008055695074,0.016999943619576685
35.96865489076442,0.014610314149401794
41.131685358822196,0.01260920443469943
46.2756855221846,0.013117719594891313
51.397018019290506,0.013669600120033537
56.49947497114334,0.014244224413022522
61.58939713125832,0.014814106999769115
66.6759848742048,0.015344811259479773
71.77156978234053,0.015124330870557385
76.89112213327779,0.007637623652917706
82.03443711193134,0.00038939855148145393
87.18028493103628,0.006834480744979723
92.3062764415735,0.014271430278088533
97.40987365182,0.01585876716944899
102.50807925947936,0.013453490504082996
107.60776849983924,0.01037179075811333
112.7171244369286,0.006740171813581188
117.843088566278,0.0031612884271412746
122.98329618638796,0.0003564068184645656
128.13084177961463,0.0038508962727283103
133.27932562707633,0.00735430133215685
138.4248788580659,0.011443769051246255
143.5453249306412,0.016136424524120875
148.62164092128873,0.02120095393829806
153.66441801886631,0.026161702048346423
158.7234363106988,0.01962997969374443
163.8514105701147,0.004669819416992455
169.0170873625593,0.00959021527809248
174.16648784514823,0.010439658427582182
179.29578035652506,0.0099691800973946
184.41296812523268,0.009464835923545389
189.5239036785149,0.008943722298327128
194.63239890223298,0.008420031499754782
199.74036023855254,0.00790490216929373
204.84793529881824,0.007358819491393565
209.95550156118242,0.005820740471485554
215.0672821155005,0.004275936112189267
220.18546982091328,0.0027398033550158924
225.30962917704738,0.001215814388461031
230.4376413429833,0.00030006895414180627
235.56664101394006,0.0018151384798149061
240.69423915389882,0.0011725938743115912
245.81987495575112,0.0003543078003853301
250.94318102055567,0.0004657232529776392
256.0636729692019,0.0012881587529118407
261.18102060385377,0.0021132910532039584
266.2953200550817,0.002940383309137527
271.4073319651881,0.0028887906926672044
276.5181477986518,0.002714303372609949
281.6286787004507,0.0025385561113638157
286.73964501381704,0.002362056881042219
291.8515884365836,0.002185222561731015
296.9648843060948,0.0020083838983390293
302.0797540235063,0.0018317913770868625
307.1962775533072,0.0016556216984001829
312.31440594698614,0.0014799845814851703
317.4339738519532,0.0013049296929366462
322.5547119779252,0.0011304535449368177
327.676259502952,0.0009565062564852864
332.7981764100756,0.0007829981129588364
337.9199559362613,0.0006503960924321925
343.04113862431365,0.0007648710621711537
348.1615235327615,0.0008795317902376398
353.28098618255564,0.000994385165690269
358.3994426233947,0.0011094245040796792
363.51685474658603,0.0012246276941563893
368.6332356083564,0.001339955332254776
373.74865475958853,0.0014553488593280095
378.86324357606725,0.0015707287213941265
383.9772005812772,0.0016859925805285947
389.09079675150684,0.0018010136104125221
394.204380790597,0.0019156389176739391
399.31837615986205,0.001889327655787984
404.43313223412844,0.001769354862214953
409.54884100995264,0.0016494347016104331
414.6656073070071,0.0015296712586095084
419.7834569712878,0.0014101407143252294
424.902342662643,0.0012908934861361986
430.02214963505577,0.0011719563951786323
435.142701500795,0.001053334827774279
440.2637659722013,0.0009350148657057068
445.38506057731075,0.0008169653680585683
450.50625834767453,0.0006991399942555561
455.6269934635451,0.0006546027088101481
460.7468726358359,0.0009002160536039042
465.8655367968141,0.0011463617293950212
470.98271494200213,0.0013930959726163822
476.0982493861982,0.0016403935291665489
481.2121202225537,0.001888129378013665
486.3244698416091,0.0021360603284298983
491.4356274668879,0.0023838068255944843
496.54613363632194,0.002630835480248563
501.65676452734266,0.0028764430421791593
506.76855598838847,0.0031197427553175767
511.88282710136,0.003359654248959662
517.0009523404865,0.0032192436196751464
522.122832762028,0.003012781128779423
527.2475225549397,0.0028101117823056956
532.3738296310025,0.0026112045211966173
537.500335906551,0.0024159056189333
542.6254154265641,0.0022239531663812
547.7472518711944,0.0020349893938872293
552.8638666821812,0.0018226554912094482
557.9747112898082,0.001523175476754744
563.0822773071649,0.0012194912789102751
568.1892627866013,0.0009131755241959306
573.2982170152012,0.0006056877545614172
578.4115774901097,0.000298391504320776
583.5315956636099,0.00033279554571361843
588.6573930859084,0.0007642954815448882
593.7847139673885,0.001197769232268889
598.9092587536052,0.0016363903916165503
604.0269937148998,0.004064541005594877
609.1358664143038,0.007807408116512425
614.2402369665107,0.006695435074753339
619.3488955809261,0.0032287898609722303
624.4641422065803,0.00021512527790542438
629.583803606103,0.0036445379106366323
634.7059144255809,0.0018952422159780997
639.8292637924463,0.0020916314656987183
644.9508977888028,0.003187852642478218
650.0703813372374,0.003106872289312428
655.1883330448187,0.0030251604083502796
660.3052753354083,0.0029429765973965757
665.4216294820413,0.002860556348398154
670.5377185941771,0.0027781111425256694
675.6537706783615,0.0026958288299720173
680.7699217511928,0.0026138742426654814
685.8862189854029,0.0025323899911035446
691.0026238718157,0.0024514974003364185
696.1190153818397,0.0023712975444620597
701.2351931170193,0.0022918723435786503
706.3508922443456,0.0022191657810353323
711.4661155314095,0.002153466908427148
716.5811855417019,0.0020874900994538636
721.6963880701395,0.002021338395106269
726.8119536235923,0.0019551041581933825
731.9280592060278,0.0018888692968335415
737.0448301244184,0.0018227055497114877
742.1623418090574,0.0017566748207075804
747.2806216425626,0.001690829551498464
752.3996507924643,0.00162521312179133
757.5193660428927,0.0015598602679474667
762.6396616214398,0.001494797511843486
767.7603910178616,0.0014300435928851136
772.8813696160844,0.0012945246319933856
778.0024572274508,0.0009481921969520335
783.1235698325053,0.0006019850596159834
788.2445127046028,0.00025583710808059625
793.3650071452321,9.04029345307102e-05
798.4847387756064,0.0004369227090159258
803.6034058304276,0.0007838974449817204
808.7207674946407,0.0011314409362542866
813.8366923199161,0.0014795560276824968
818.9512067375557,0.0018280845566986577
824.0645436482693,0.0021766570254494848
829.1771910168069,0.002524642764373886
834.2899403306124,0.0028711019820682826
839.4039346970787,0.003214741861364585
844.5205490127828,0.003434395198252733
849.639520083118,0.0035943128632699895
854.7594963069691,0.0037588214722237704
859.8793387903953,0.003927720660459891
864.9981607766305,0.0041006902022212655
870.1153434198102,0.004277274622887509
875.2305519645881,0.004456867535823914
880.3437522120969,0.004638696413057875
885.4552271213527,0.004821808705759179
890.5655933609193,0.005005060447548727
895.6758175893817,0.00518710868267178
900.7872322058313,0.005366409235986979
905.9015521007548,0.005166885880753143
911.0206888005563,0.004192433943966533
916.1453807196376,0.003225333511880682
921.2747562471733,0.002267252221232497
926.4066954002851,0.001316371644442883
931.5382030435344,0.0003684795551229706
