"timepoint","perturbation","m_severity","cell_group","log_abund","log_abund_se","log_abund_sd"
48,"ctrl-inj","not_severe","adenohypophysis",0.288940484904316,0.096621514734024,0.573668091754573
48,"ctrl-inj","not_severe","adrenal gland",-0.267673096996471,0.17130382782163,0.573668091754573
48,"ctrl-inj","not_severe","annular ligament",1.05725873026091,0.178432766870793,0.573668091754573
48,"ctrl-inj","not_severe","apical ectodermal ridge, (ms1b+)",-1.61090848916356,0.527337293796711,0.573668091754573
48,"ctrl-inj","not_severe","apical ectodermal ridge, median or pectoral",3.65299804876626,0.117044759271285,0.573668091754573
48,"ctrl-inj","not_severe","basal cell, early",3.90191912182486,0.14587978242826,0.573668091754573
48,"ctrl-inj","not_severe","basal cell, late",1.14383470674932,0.329102934132025,0.573668091754573
48,"ctrl-inj","not_severe","basal cell, posterior (fn1b+, cyp26a1+)",0.39199396278799,0.377071552224704,0.573668091754573
48,"ctrl-inj","not_severe","cardiomyocyte",-0.402110870865976,0.556379084119921,0.573668091754573
48,"ctrl-inj","not_severe","cholinergic neuron (vipb+)",-2.34238460147788,0.471428093289613,0.573668091754573
48,"ctrl-inj","not_severe","chondrocranium",1.29931192047321,0.225767242030863,0.573668091754573
48,"ctrl-inj","not_severe","chondrocyte, sclerotome-derived",2.02481173450308,0.316323146859278,0.573668091754573
48,"ctrl-inj","not_severe","condensing jaw chondrocyte",0.82454994786832,0.30481782597097,0.573668091754573
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early",-1.41152729619358,0.248821022040125,0.573668091754573
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, early, (dio3b+)",-3.04641889346767,0.835598765549697,0.573668091754573
48,"ctrl-inj","not_severe","connective tissue-meninges-dermal FB, late",4.72370736685967,0.180090176813856,0.573668091754573
48,"ctrl-inj","not_severe","corneal epthithium",1.81416435627717,0.0880667373771794,0.573668091754573
48,"ctrl-inj","not_severe","corpuscles of stannius",-1.33195299997181,0.660067596462414,0.573668091754573
48,"ctrl-inj","not_severe","cranial ganglion progenitor",1.61032582623405,0.0974470855895667,0.573668091754573
48,"ctrl-inj","not_severe","cranial motor neuron",2.44922772137716,0.105648612483335,0.573668091754573
48,"ctrl-inj","not_severe","cranial motor neuron progenitor",1.15472045501894,0.195772304220826,0.573668091754573
48,"ctrl-inj","not_severe","cranial motor neuron, facial",-1.29577943860466,0.461676584066751,0.573668091754573
48,"ctrl-inj","not_severe","cranial muscle, non-somitic, fast-twitch (suspected doublets)",1.88040327046815,0.141013668812191,0.573668091754573
48,"ctrl-inj","not_severe","crista support cell",-1.76211597763643,0.322867332316117,0.573668091754573
48,"ctrl-inj","not_severe","delaminating cranial neural crest, mesenchyme-fated",-3.31579284383531,0.402025737591491,0.573668091754573
48,"ctrl-inj","not_severe","delaminating trunk/vagal neural crest, mesenchyme-fated",1.39870264405309,0.19265610763201,0.573668091754573
48,"ctrl-inj","not_severe","diencephalon, non-visual photoreceptor",-4.826451117386,1.19867587781799,0.573668091754573
48,"ctrl-inj","not_severe","diencephalon, progenitor ",2.74357846083064,0.117801896938441,0.573668091754573
48,"ctrl-inj","not_severe","diencephalon, progenitor (suspected doublets)",0.65195338568104,0.362037622205081,0.573668091754573
48,"ctrl-inj","not_severe","distal renal progenitors",-3.85061353839861,1.20738372655628,0.573668091754573
48,"ctrl-inj","not_severe","dopaminergic neuron",-1.39722030901855,0.387283586521372,0.573668091754573
48,"ctrl-inj","not_severe","dorsal lateral hindbrain ",0.48574177705347,0.202022572017909,0.573668091754573
48,"ctrl-inj","not_severe","early distal tubule",-0.511520066310251,0.345299396114981,0.573668091754573
48,"ctrl-inj","not_severe","early jaw chondrocyte",2.20658957803349,0.292763332483185,0.573668091754573
48,"ctrl-inj","not_severe","early notochord",-5,0,0.573668091754573
48,"ctrl-inj","not_severe","early notochord progenitor",-5,0,0.573668091754573
48,"ctrl-inj","not_severe","early notochord sheath",-4.18119667057174,2.79979355156024,0.573668091754573
48,"ctrl-inj","not_severe","early otic vesicle",-2.31474498536971,0.464614127913359,0.573668091754573
48,"ctrl-inj","not_severe","early parachordal cartilage",-4.51496980656685,1.61360423268815,0.573668091754573
48,"ctrl-inj","not_severe","early sclerotome (pbx1+, pax1+)",0.528880743320679,0.23305066228022,0.573668091754573
48,"ctrl-inj","not_severe","early vacuolated notochord",-4.44945503738883,0.865154009491867,0.573668091754573
48,"ctrl-inj","not_severe","embryo epidermis, (fn1b+)",3.07055984893965,0.165369225743176,0.573668091754573
48,"ctrl-inj","not_severe","endothelium, dorsal aorta",2.65749626616152,0.0902796125369705,0.573668091754573
48,"ctrl-inj","not_severe","endothelium, vein + early artery",2.60627914903684,0.0765031594758453,0.573668091754573
48,"ctrl-inj","not_severe","enteric neurons, NC-derived",0.0928636705240573,0.316737884459046,0.573668091754573
48,"ctrl-inj","not_severe","epibranchial ganglion",2.20040502247025,0.115061734412047,0.573668091754573
48,"ctrl-inj","not_severe","epiderm",3.43640969660901,0.10962678360808,0.573668091754573
48,"ctrl-inj","not_severe","epidermal cell (grp+, pvalb8+)",0.710607829653223,0.158579813690625,0.573668091754573
48,"ctrl-inj","not_severe","epidermal mucous cell (agr2+)",1.02084758333191,0.204747758199611,0.573668091754573
48,"ctrl-inj","not_severe","epiphysis",-1.46100230945469,0.498276056435043,0.573668091754573
48,"ctrl-inj","not_severe","epiphysis, photoreceptor",-0.167686052215039,0.273002052133222,0.573668091754573
48,"ctrl-inj","not_severe","erythrocyte",2.30772268707846,0.187509529952058,0.573668091754573
48,"ctrl-inj","not_severe","erythrocyte (doublets, periderm, evpla+)",-2.11460354473555,0.697210318974523,0.573668091754573
48,"ctrl-inj","not_severe","esophagus",-2.56190383706347,0.649235953063512,0.573668091754573
